Дата операции;Дата платежа;Номер карты;Статус;Сумма операции;Валюта операции;Сумма платежа;Валюта платежа;Кэшбэк;Категория;MCC;Описание;Бонусы (включая кэшбэк);Округление на инвесткопилку;Сумма операции с округлением
02.12.2022 10:04;02.12.2022;*8125;OK;-308,98;RUB;-308,98;RUB;3;Супермаркеты;5411;Мираторг;3;0;308,98
01.12.2022 11:07;01.12.2022;*8125;OK;-1794,86;RUB;-1794,86;RUB;17;Топливо;5541;Яндекс.Заправки;17;0;1794,86
01.12.2022 10:51;01.12.2022;*8125;OK;-329,8;RUB;-329,8;RUB;3;Супермаркеты;5411;Мираторг;3;0;329,8
30.11.2022 11:03;30.11.2022;*8125;OK;-298,8;RUB;-298,8;RUB;2;Супермаркеты;5411;Мираторг;2;0;298,8
30.11.2022 10:59;30.11.2022;*8125;OK;-115,9;RUB;-115,9;RUB;1;Супермаркеты;5411;Мираторг;1;0;115,9
30.11.2022 10:59;30.11.2022;*8125;OK;116;RUB;116;RUB;;Пополнения;;Авазбек Х.;0;0;116
29.11.2022 16:39;29.11.2022;*8125;OK;-447;RUB;-447;RUB;4;Фастфуд;5814;Вкусно — и точка;4;0;447
28.11.2022 21:17;28.11.2022;*8125;OK;-499,54;RUB;-499,54;RUB;4;Супермаркеты;5411;Мираторг;4;0;499,54
28.11.2022 16:56;28.11.2022;*8125;OK;-273;RUB;-273;RUB;2;Фастфуд;5814;Magaz & Shaurma;2;0;273
27.11.2022 17:07;27.11.2022;*8125;OK;-250;RUB;-250;RUB;2;Платные дороги;4784;Автодор;2;0;250
27.11.2022 12:30;27.11.2022;*8125;OK;108;RUB;108;RUB;-1;Дом и ремонт;5200;Леруа Мерлен;-1;0;108
26.11.2022 12:36;28.11.2022;*8125;OK;-1134,1;RUB;-1134,1;RUB;56;Топливо;5541;Яндекс.Заправки;56,71;0;1134,1
26.11.2022 11:51;26.11.2022;*8125;OK;-873;RUB;-873;RUB;8;Медицина;8021;OOO Ulybka;8;0;873
26.11.2022 11:44;26.11.2022;*8125;OK;-1940;RUB;-1940;RUB;19;Медицина;8021;OOO Ulybka;19;0;1940
26.11.2022 9:34;26.11.2022;*8125;OK;-900;RUB;-900;RUB;;Связь;4814;МегаФон;0;0;900
26.11.2022 9:31;26.11.2022;;OK;-140;RUB;-140;RUB;;Связь;4814;МегаФон;0;0;140
26.11.2022 8:41;26.11.2022;*8125;OK;-261;RUB;-261;RUB;2;Фастфуд;5814;Вкусно — и точка;2;0;261
26.11.2022 7:38;28.11.2022;*8125;OK;-1464,4;RUB;-1464,4;RUB;14;Топливо;5541;Яндекс.Заправки;14;0;1464,4
26.11.2022 0:01;26.11.2022;*8125;OK;-6035,66;RUB;-6035,66;RUB;60;Супермаркеты;5300;Aliexpress.com;60;0;6035,66
25.11.2022 23:16;25.11.2022;;OK;617;RUB;617;RUB;;Бонусы;;Кэшбэк за обычные покупки;0;0;617
25.11.2022 23:11;25.11.2022;;OK;269,16;RUB;269,16;RUB;;Бонусы;;Кэшбэк за покупки по акциям;0;0;269,16
25.11.2022 22:44;25.11.2022;;OK;98,9;RUB;98,9;RUB;;Бонусы;;Проценты на остаток;0;0;98,9
25.11.2022 18:50;25.11.2022;*8125;OK;-3472;RUB;-3472;RUB;34;Электроника и техника;5722;Мвидео;34;0;3472
25.11.2022 18:08;25.11.2022;*8125;OK;-848,84;RUB;-848,84;RUB;8;Супермаркеты;5411;Ашан;8;0;848,84
25.11.2022 17:46;25.11.2022;*8125;OK;-319;RUB;-319;RUB;3;Дом и ремонт;5200;Леруа Мерлен;3;0;319
25.11.2022 17:25;25.11.2022;*8125;OK;-450;RUB;-450;RUB;4;Фото и видео;7395;OOO Studiol;4;0;450
25.11.2022 16:51;25.11.2022;;OK;-12289,5;RUB;-12289,5;RUB;;Переводы;;Дмитрий Г.;0;0;12289,5
25.11.2022 13:15;25.11.2022;*8125;OK;6421,2;RUB;6421,2;RUB;-64;Супермаркеты;5300;Aliexpress.com;-64;0;6421,2
25.11.2022 12:26;25.11.2022;*8125;OK;4399;RUB;4399;RUB;-43;Электроника и техника;5722;DNS;-43;0;4399
25.11.2022 1:11;25.11.2022;*8125;OK;-6421,2;RUB;-6421,2;RUB;64;Супермаркеты;5300;Aliexpress.com;64;0;6421,2
25.11.2022 0:44;25.11.2022;*8125;OK;-2992,84;RUB;-2992,84;RUB;29;Супермаркеты;5300;Aliexpress.com;29;0;2992,84
23.11.2022 21:41;23.11.2022;*8125;OK;-470,95;RUB;-470,95;RUB;4;Фастфуд;5814;IP Khondogo;4;0;470,95
23.11.2022 21:40;23.11.2022;*8125;OK;-650;RUB;-650;RUB;6;Фастфуд;5814;Kafe Fo;6;0;650
23.11.2022 20:54;23.11.2022;*8125;OK;-4377;RUB;-4377;RUB;43;Дом и ремонт;5200;Леруа Мерлен;43;0;4377
23.11.2022 13:45;23.11.2022;*8125;OK;-3599;RUB;-3599;RUB;215;Супермаркеты;5411;Яндекс.Маркет;215,94;0;3599
23.11.2022 11:05;23.11.2022;*8125;OK;-320,1;RUB;-320,1;RUB;3;Супермаркеты;5411;Мираторг;3;0;320,1
22.11.2022 19:36;22.11.2022;*8125;OK;-1763;RUB;-1763;RUB;17;Дом и ремонт;5200;Леруа Мерлен;17;0;1763
22.11.2022 18:18;22.11.2022;*8125;OK;-4399;RUB;-4399;RUB;43;Электроника и техника;5722;DNS;43;0;4399
22.11.2022 18:02;22.11.2022;*8125;OK;-1500;RUB;-1500;RUB;15;Красота;7230;Parikmakherskaya;15;0;1500
21.11.2022 23:05;22.11.2022;;OK;-699;RUB;-699;RUB;;Переводы;;Дмитрий Г.;0;0;699
21.11.2022 16:05;21.11.2022;*8125;OK;-243,7;RUB;-243,7;RUB;2;Супермаркеты;5411;Мираторг;2;0;243,7
21.11.2022 12:41;21.11.2022;*8125;OK;524;RUB;524;RUB;-5;Дом и ремонт;5200;Леруа Мерлен;-5;0;524
20.11.2022 14:34;20.11.2022;;OK;-1470;RUB;-1470;RUB;;Переводы;;Перевод по запросу самому себе;0;0;1470
19.11.2022 21:21;19.11.2022;*8125;OK;-249,9;RUB;-249,9;RUB;2;Супермаркеты;5411;Мираторг;2;0;249,9
19.11.2022 19:08;19.11.2022;*8125;OK;-1550;RUB;-1550;RUB;15;Рестораны;5813;Wave;15;0;1550
19.11.2022 16:43;19.11.2022;*8125;OK;50000;RUB;50000;RUB;;Пополнения;;Дмитрий Г.;0;0;50000
19.11.2022 16:13;19.11.2022;*8125;OK;-251;RUB;-251;RUB;2;Дом и ремонт;5200;Леруа Мерлен;2;0;251
19.11.2022 15:55;19.11.2022;*8125;OK;-348;RUB;-348;RUB;3;Дом и ремонт;5200;Леруа Мерлен;3;0;348
18.11.2022 20:48;18.11.2022;*8125;OK;-545,7;RUB;-545,7;RUB;5;Супермаркеты;5411;Мираторг;5;0;545,7
18.11.2022 20:24;18.11.2022;*8125;OK;-1717,43;RUB;-1717,43;RUB;17;Супермаркеты;5411;Перекрёсток;17;0;1717,43
18.11.2022 17:40;18.11.2022;*8125;OK;700;RUB;700;RUB;;Переводы;;Дмитрий З.;0;0;700
18.11.2022 16:54;18.11.2022;;OK;-513,64;RUB;-513,64;RUB;;ЖКХ;;Мосводоканал (Москва);0;0;513,64
18.11.2022 15:05;18.11.2022;*8125;OK;700;RUB;700;RUB;;Пополнения;;Артем П.;0;0;700
18.11.2022 14:51;18.11.2022;*8125;OK;-2278;RUB;-2278;RUB;22;Фастфуд;5814;Okean;22;0;2278
18.11.2022 14:50;18.11.2022;*8125;OK;-350;RUB;-350;RUB;3;Фастфуд;5814;Okean;3;0;350
18.11.2022 13:15;18.11.2022;*8125;OK;-240;RUB;-240;RUB;2;Фастфуд;5814;Скалка;2;0;240
18.11.2022 11:46;18.11.2022;*8125;OK;-250;RUB;-250;RUB;2;Фастфуд;5814;Дело вкуса;2;0;250
17.11.2022 23:23;18.11.2022;;OK;-154,5;RUB;-154,5;RUB;;Переводы;;Дмитрий Г.;0;0;154,5
17.11.2022 13:41;17.11.2022;*8125;OK;-361,11;RUB;-361,11;RUB;3;Супермаркеты;5411;Мираторг;3;0;361,11
17.11.2022 10:11;17.11.2022;*8125;OK;-200,9;RUB;-200,9;RUB;2;Фастфуд;5814;Ля Фантази;2;0;200,9
16.11.2022 13:41;16.11.2022;*8125;OK;-397,32;RUB;-397,32;RUB;3;Супермаркеты;5411;Мираторг;3;0;397,32
16.11.2022 12:54;16.11.2022;*8125;OK;-318,49;RUB;-318,49;RUB;3;Супермаркеты;5300;Aliexpress.com;3;0;318,49
16.11.2022 12:33;16.11.2022;*8125;OK;-107,55;RUB;-107,55;RUB;1;Супермаркеты;5300;Aliexpress.com;1;0;107,55
16.11.2022 10:38;16.11.2022;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
16.11.2022 10:37;16.11.2022;;OK;-1500;RUB;-1500;RUB;;Другое;;Штрафы ГИБДД;0;0;1500
16.11.2022 10:26;16.11.2022;*8125;OK;-100;RUB;-100;RUB;1;Фастфуд;5814;Ля Фантази;1;0;100
15.11.2022 22:52;16.11.2022;*8125;OK;-370;RUB;-370;RUB;3;Аптеки;5912;OMEGA;3;0;370
15.11.2022 22:40;15.11.2022;;OK;0,09;RUB;0,09;RUB;;Бонусы;;Проценты на остаток;0;0;0,09
15.11.2022 13:51;15.11.2022;*8125;OK;-320;RUB;-320;RUB;3;Рестораны;5812;Stolovaya;3;0;320
15.11.2022 10:15;15.11.2022;*8125;OK;-200,9;RUB;-200,9;RUB;2;Фастфуд;5814;Ля Фантази;2;0;200,9
15.11.2022 1:29;15.11.2022;*8125;OK;-5148,45;RUB;-5148,45;RUB;;Госуслуги;9222;Ss Entuziastov;0;0;5148,45
15.11.2022 1:15;15.11.2022;*8125;OK;-349,98;RUB;-349,98;RUB;17;Каршеринг;7512;Яндекс.Драйв;17;0;349,98
14.11.2022 23:59;15.11.2022;*8125;OK;-59,7;RUB;-59,7;RUB;2;Каршеринг;7512;Яндекс.Драйв;2;0;59,7
14.11.2022 23:28;15.11.2022;*8125;OK;-271,82;RUB;-271,82;RUB;13;Каршеринг;7512;Яндекс.Драйв;13;0;271,82
14.11.2022 22:48;15.11.2022;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
14.11.2022 22:44;15.11.2022;*8125;OK;-108,9;RUB;-108,9;RUB;1;Супермаркеты;5411;Мираторг;1;0;108,9
14.11.2022 18:17;16.11.2022;*8125;OK;-1793,32;RUB;-1793,32;RUB;17;Топливо;5541;Shell;17;0;1793,32
14.11.2022 13:36;14.11.2022;*8125;OK;-404;RUB;-404;RUB;4;Фастфуд;5814;Вкусно — и точка;4;0;404
14.11.2022 10:51;14.11.2022;;OK;-3772,19;RUB;-3772,19;RUB;;ЖКХ;;Сервисград (Москва);0;0;3772,19
14.11.2022 10:48;14.11.2022;;OK;-673,48;RUB;-673,48;RUB;;ЖКХ;;МосЭнергоСбыт;0;0;673,48
14.11.2022 10:10;14.11.2022;*8125;OK;-204;RUB;-204;RUB;2;Фастфуд;5814;Ля Фантази;2;0;204
13.11.2022 15:13;13.11.2022;*8125;OK;-3408;RUB;-3408;RUB;34;Дом и ремонт;5200;Леруа Мерлен;34;0;3408
12.11.2022 21:00;12.11.2022;*8125;OK;-165,9;RUB;-165,9;RUB;1;Супермаркеты;5411;Мираторг;1;0;165,9
12.11.2022 19:21;12.11.2022;;OK;-50;RUB;-50;RUB;;Фастфуд;5814;нетмонет;0;0;50
12.11.2022 16:53;12.11.2022;;OK;-934,44;RUB;-934,44;RUB;;ЖКХ;;МОЭК (Москва);0;0;934,44
12.11.2022 13:51;12.11.2022;;OK;-295,5;RUB;-295,5;RUB;;Переводы;;Дмитрий Г.;0;0;295,5
12.11.2022 12:02;12.11.2022;*8125;OK;-169,07;RUB;-169,07;RUB;1;Супермаркеты;5411;Мираторг;1;0;169,07
12.11.2022 0:50;12.11.2022;;OK;-3000;RUB;-3000;RUB;;Переводы;;Дарья Ю.;0;0;3000
12.11.2022 0:49;12.11.2022;*8125;OK;-5000;RUB;-5000;RUB;;Переводы;9999;Пополнение Кубышки;0;0;5000
11.11.2022 22:53;12.11.2022;*8125;OK;42888,43;RUB;42888,43;RUB;;Пополнения;;Дмитрий Г.;0;0;42888,43
11.11.2022 21:02;11.11.2022;;OK;-150,98;RUB;-150,98;RUB;;Госуслуги;9399;Парковки России;0;0;150,98
11.11.2022 20:09;11.11.2022;*8125;OK;-175;RUB;-175;RUB;1;Фастфуд;5814;Братья Караваевы;1;0;175
11.11.2022 19:22;11.11.2022;*8125;OK;-368,96;RUB;-368,96;RUB;3;Фастфуд;5814;Братья Караваевы;3;0;368,96
11.11.2022 18:56;11.11.2022;;OK;-201,3;RUB;-201,3;RUB;;Госуслуги;9399;Парковки России;0;0;201,3
11.11.2022 12:41;11.11.2022;*8125;OK;-320;RUB;-320;RUB;3;Рестораны;5812;Stolovaya;3;0;320
11.11.2022 9:56;11.11.2022;*8125;OK;-100;RUB;-100;RUB;1;Фастфуд;5814;Ля Фантази;1;0;100
10.11.2022 14:41;10.11.2022;*8125;OK;-418,18;RUB;-418,18;RUB;4;Рестораны;5812;СберФуд;4;0;418,18
09.11.2022 22:44;10.11.2022;*8125;OK;-664,88;RUB;-664,88;RUB;6;Супермаркеты;5411;Мираторг;6;0;664,88
09.11.2022 13:30;09.11.2022;*8125;OK;-315;RUB;-315;RUB;3;Фастфуд;5814;Братья Караваевы;3;0;315
08.11.2022 14:05;08.11.2022;*8125;OK;-305,74;RUB;-305,74;RUB;3;Супермаркеты;5411;Мираторг;3;0;305,74
08.11.2022 10:51;08.11.2022;*8125;OK;5000;RUB;5000;RUB;;Переводы;9999;Перевод средств из Кубышки;0;0;5000
08.11.2022 9:54;08.11.2022;*8125;OK;-254;RUB;-254;RUB;2;Фастфуд;5814;Ля Фантази;2;0;254
07.11.2022 19:56;07.11.2022;*8125;OK;-440,72;RUB;-440,72;RUB;4;Супермаркеты;5411;Мираторг;4;0;440,72
07.11.2022 13:16;07.11.2022;*8125;OK;-334,74;RUB;-334,74;RUB;3;Супермаркеты;5411;Мираторг;3;0;334,74
07.11.2022 10:14;07.11.2022;*8125;OK;-100;RUB;-100;RUB;1;Фастфуд;5814;Ля Фантази;1;0;100
07.11.2022 0:40;07.11.2022;;OK;-648;RUB;-648;RUB;;Связь;4814;Ростелеком;0;0;648
06.11.2022 23:42;07.11.2022;*8125;OK;1137;RUB;1137;RUB;;Переводы;;Дарья Ю.;0;0;1137
06.11.2022 22:42;07.11.2022;*8125;OK;-549,97;RUB;-549,97;RUB;5;Супермаркеты;5411;Мираторг;5;0;549,97
06.11.2022 18:56;08.11.2022;*8125;OK;-119;RUB;-119;RUB;1;Топливо;5541;ЛУКОЙЛ;1;0;119
06.11.2022 18:54;08.11.2022;*8125;OK;-1119,95;RUB;-1119,95;RUB;11;Топливо;5541;ЛУКОЙЛ;11;0;1119,95
06.11.2022 16:45;07.11.2022;*8125;OK;-1012;RUB;-1012;RUB;10;Топливо;5541;Роснефть;10;0;1012
06.11.2022 13:46;06.11.2022;*8125;OK;-2090;RUB;-2090;RUB;20;Фастфуд;5814;Mishka;20;0;2090
05.11.2022 21:04;05.11.2022;*8125;OK;-2740;RUB;-2740;RUB;27;Рестораны;5812;Restoran Kvevri;27;0;2740
05.11.2022 12:45;05.11.2022;;OK;-1420;RUB;-1420;RUB;;Переводы;;Роман Ф.;0;0;1420
04.11.2022 22:24;05.11.2022;*8125;OK;-294;RUB;-294;RUB;2;Супермаркеты;5411;SPAR;2;0;294
04.11.2022 13:45;05.11.2022;*8125;OK;-1122,66;RUB;-1122,66;RUB;11;Топливо;5541;Татнефть;11;0;1122,66
03.11.2022 22:04;05.11.2022;*8125;OK;-1376;RUB;-1376;RUB;13;Топливо;5541;ЛУКОЙЛ;13;0;1376
03.11.2022 20:31;03.11.2022;*8125;OK;1000;RUB;1000;RUB;;Переводы;;Дарья Ю.;0;0;1000
03.11.2022 13:53;03.11.2022;*8125;OK;-320;RUB;-320;RUB;3;Рестораны;5812;Stolovaya;3;0;320
02.11.2022 18:41;02.11.2022;*8125;OK;-1960;RUB;-1960;RUB;19;Фастфуд;5814;Stim;19;0;1960
02.11.2022 14:28;02.11.2022;*8125;OK;-318,18;RUB;-318,18;RUB;3;Рестораны;5812;6087-Plazius;3;0;318,18
02.11.2022 9:22;02.11.2022;*8125;OK;-125;RUB;-125;RUB;1;Фастфуд;5814;Ля Фантази;1;0;125
02.11.2022 8:44;02.11.2022;*8125;OK;-190,66;RUB;-190,66;RUB;1;Супермаркеты;5411;Magazin 387;1;0;190,66
01.11.2022 13:20;01.11.2022;*8125;OK;-320;RUB;-320;RUB;3;Рестораны;5812;Stolovaya;3;0;320
31.10.2022 20:13;31.10.2022;*8125;OK;-403,03;RUB;-403,03;RUB;4;Супермаркеты;5411;Magazin 387;4;0;403,03
31.10.2022 13:31;31.10.2022;*8125;OK;-129,46;RUB;-129,46;RUB;1;Фастфуд;5814;Ля Фантази;1;0;129,46
31.10.2022 10:10;31.10.2022;*8125;OK;-252,44;RUB;-252,44;RUB;2;Фастфуд;5814;Ля Фантази;2;0;252,44
30.10.2022 19:44;30.10.2022;*8125;OK;-760,35;RUB;-760,35;RUB;53;Топливо;5541;Яндекс.Заправки;53,22;0;760,35
30.10.2022 9:03;30.10.2022;*8125;OK;-84,99;RUB;-84,99;RUB;;Супермаркеты;5411;Пятерочка;0;0;84,99
30.10.2022 0:00;31.10.2022;*8125;OK;-6971;RUB;-6971;RUB;69;Турагентства;4722;Ostrovok.ru;69;0;6971
29.10.2022 23:55;30.10.2022;*8125;OK;3450;RUB;3450;RUB;;Переводы;;Дарья Ю.;0;0;3450
28.10.2022 22:07;29.10.2022;*8125;OK;-1282,25;RUB;-1282,25;RUB;12;Топливо;5541;Яндекс.Заправки;12;0;1282,25
28.10.2022 21:31;28.10.2022;*8125;OK;-361,97;RUB;-361,97;RUB;3;Фастфуд;5814;Burger King;3;0;361,97
28.10.2022 13:46;28.10.2022;*8125;OK;-302,9;RUB;-302,9;RUB;3;Супермаркеты;5411;Magazin 379;3;0;302,9
27.10.2022 18:20;27.10.2022;*8125;OK;21428,57;RUB;21428,57;RUB;;Пополнения;;Дмитрий Г.;0;0;21428,57
27.10.2022 13:36;27.10.2022;*8125;OK;-365,75;RUB;-365,75;RUB;3;Супермаркеты;5411;SPAR;3;0;365,75
26.10.2022 23:31;27.10.2022;;OK;-250;RUB;-250;RUB;;Другое;;Штрафы ГИБДД;0;0;250
26.10.2022 19:52;26.10.2022;*8125;OK;-310,6;RUB;-310,6;RUB;3;Супермаркеты;5411;Magazin 387;3;0;310,6
26.10.2022 14:26;26.10.2022;*8125;OK;-340,81;RUB;-340,81;RUB;3;Супермаркеты;5411;SPAR;3;0;340,81
26.10.2022 10:14;26.10.2022;;OK;-325;RUB;-325;RUB;;Связь;4814;МегаФон;0;0;325
26.10.2022 10:12;26.10.2022;*8125;OK;-190;RUB;-190;RUB;1;Фастфуд;5814;Ля Фантази;1;0;190
25.10.2022 23:45;25.10.2022;;OK;-99;RUB;-99;RUB;;Услуги банка;;Плата за обслуживание;0;0;99
25.10.2022 23:33;25.10.2022;;OK;-59;RUB;-59;RUB;;Услуги банка;;Плата за оповещения об операциях;0;0;59
25.10.2022 23:11;25.10.2022;;OK;375;RUB;375;RUB;;Бонусы;;Кэшбэк за обычные покупки;0;0;375
25.10.2022 22:41;25.10.2022;;OK;20,3;RUB;20,3;RUB;;Бонусы;;Проценты на остаток;0;0;20,3
25.10.2022 13:59;25.10.2022;*8125;OK;-320;RUB;-320;RUB;3;Рестораны;5812;Stolovaya;3;0;320
25.10.2022 10:21;25.10.2022;*8125;OK;-104;RUB;-104;RUB;1;Супермаркеты;5411;Сеть Микромаркетов;1;0;104
25.10.2022 10:16;25.10.2022;*8125;OK;-191,96;RUB;-191,96;RUB;1;Фастфуд;5814;Ля Фантази;1;0;191,96
24.10.2022 12:49;24.10.2022;*8125;OK;-320;RUB;-320;RUB;3;Рестораны;5812;Stolovaya;3;0;320
24.10.2022 10:00;24.10.2022;*8125;OK;-189;RUB;-189;RUB;1;Фастфуд;5814;Ля Фантази;1;0;189
24.10.2022 9:26;24.10.2022;*8125;OK;-94,57;RUB;-94,57;RUB;;Супермаркеты;5411;Magazin 387;0;0;94,57
23.10.2022 16:01;24.10.2022;*8125;OK;-1443,4;RUB;-1443,4;RUB;14;Топливо;5541;Яндекс.Заправки;14;0;1443,4
22.10.2022 10:54;22.10.2022;*8125;OK;-1940;RUB;-1940;RUB;19;Медицина;8021;OOO Ulybka;19;0;1940
22.10.2022 9:45;22.10.2022;*8125;OK;-350;RUB;-350;RUB;3;Платные дороги;4784;Автодор;3;0;350
22.10.2022 9:14;22.10.2022;*8125;OK;-250;RUB;-250;RUB;2;Платные дороги;4784;Автодор;2;0;250
22.10.2022 9:06;22.10.2022;*8125;OK;-1397;RUB;-1397;RUB;13;Топливо;5541;ЛУКОЙЛ;13;0;1397
21.10.2022 21:26;21.10.2022;*8125;OK;-524,52;RUB;-524,52;RUB;5;Супермаркеты;5411;Magazin 387;5;0;524,52
21.10.2022 10:36;21.10.2022;*8125;OK;-586,25;RUB;-586,25;RUB;5;Супермаркеты;5411;Magazin 387;5;0;586,25
20.10.2022 16:48;20.10.2022;*8125;OK;-197,87;RUB;-197,87;RUB;1;Супермаркеты;5411;Magazin 387;1;0;197,87
20.10.2022 12:19;20.10.2022;;OK;-268;RUB;-268;RUB;;Переводы;;Дмитрий Г.;0;0;268
19.10.2022 17:27;19.10.2022;*8125;OK;-1160,18;RUB;-1160,18;RUB;11;Супермаркеты;5411;Magazin 387;11;0;1160,18
18.10.2022 19:34;18.10.2022;*8125;OK;-277,7;RUB;-277,7;RUB;2;Супермаркеты;5411;Magazin 387;2;0;277,7
17.10.2022 19:19;17.10.2022;;OK;-127,29;RUB;-127,29;RUB;;ЖКХ;;Мосводоканал (Москва);0;0;127,29
17.10.2022 12:09;17.10.2022;*8125;OK;-85;RUB;-85;RUB;;Электроника и техника;5722;Moskva metro Elektroza;0;0;85
17.10.2022 11:29;17.10.2022;;OK;-1473,02;RUB;-1473,02;RUB;;ЖКХ;;МосЭнергоСбыт;0;0;1473,02
17.10.2022 11:28;17.10.2022;;OK;-1981,54;RUB;-1981,54;RUB;;ЖКХ;;МОЭК (Москва);0;0;1981,54
17.10.2022 11:27;17.10.2022;;OK;-3585,85;RUB;-3585,85;RUB;;ЖКХ;;Сервисград (Москва);0;0;3585,85
16.10.2022 20:18;16.10.2022;*8125;OK;-742,83;RUB;-742,83;RUB;7;Супермаркеты;5411;Magazin 387;7;0;742,83
15.10.2022 22:34;15.10.2022;;OK;0,06;RUB;0,06;RUB;;Бонусы;;Проценты на остаток;0;0;0,06
15.10.2022 16:05;15.10.2022;;OK;-49000;RUB;-49000;RUB;;Переводы;;Дарья Ю.;0;0;49000
15.10.2022 16:02;15.10.2022;*8125;OK;31402,36;RUB;31402,36;RUB;;Пополнения;;Дмитрий Г.;0;0;31402,36
15.10.2022 14:21;15.10.2022;;OK;-1000;RUB;-1000;RUB;;Развлечения;7999;My nebo;0;0;1000
15.10.2022 10:56;15.10.2022;*8125;OK;-1788;RUB;-1788;RUB;17;Топливо;5541;ЛУКОЙЛ;17;0;1788
14.10.2022 10:15;14.10.2022;*8125;OK;-118,42;RUB;-118,42;RUB;1;Супермаркеты;5411;Magazin 387;1;0;118,42
14.10.2022 1:13;14.10.2022;*8125;OK;-5000;RUB;-5000;RUB;;Переводы;9999;Пополнение Кубышки;0;0;5000
13.10.2022 21:40;13.10.2022;*8125;OK;1500;RUB;1500;RUB;;Переводы;;Дарья Ю.;0;0;1500
13.10.2022 21:37;13.10.2022;*8125;OK;-6716,17;RUB;-6716,17;RUB;67;Супермаркеты;5411;Ашан;67;0;6716,17
13.10.2022 20:51;13.10.2022;*8125;OK;44849;RUB;44849;RUB;;Турагентства;4722;Biletix.ru;0;0;44849
13.10.2022 19:53;13.10.2022;*8125;OK;-1570,8;RUB;-1570,8;RUB;15;Дом и ремонт;5200;Леруа Мерлен;15;0;1570,8
13.10.2022 17:55;13.10.2022;*8125;OK;5000;RUB;5000;RUB;;Переводы;9999;Перевод средств из Кубышки;0;0;5000
11.10.2022 19:34;11.10.2022;*8125;OK;-630,6;RUB;-630,6;RUB;6;Супермаркеты;5411;Magazin 387;6;0;630,6
10.10.2022 19:27;10.10.2022;*8125;OK;-439,6;RUB;-439,6;RUB;4;Супермаркеты;5411;Magazin 387;4;0;439,6
10.10.2022 18:42;10.10.2022;*8125;OK;-1750;RUB;-1750;RUB;17;Рестораны;5812;Yumbaker Home;17;0;1750
10.10.2022 16:22;10.10.2022;;OK;-2520;RUB;-2520;RUB;;Переводы;;Павел К.;0;0;2520
10.10.2022 16:09;10.10.2022;*8125;OK;3290;RUB;3290;RUB;;Пополнения;;Дмитрий Г.;0;0;3290
10.10.2022 8:37;10.10.2022;*8125;OK;-3948;RUB;-3948;RUB;39;Цветы;5992;Flor2u;39;0;3948
10.10.2022 8:36;10.10.2022;*8125;OK;8000;RUB;8000;RUB;;Пополнения;;Дмитрий Г.;0;0;8000
09.10.2022 17:48;09.10.2022;*8125;OK;-1970;RUB;-1970;RUB;19;Фастфуд;5814;Loft;19;0;1970
09.10.2022 15:08;09.10.2022;*8125;OK;400;RUB;400;RUB;;Пополнения;;Дмитрий Г.;0;0;400
